k,ZMP_ref_x,ZMP_ref_y,ZMP_x,COM_x,ZMP_y,COM_y
1977,0.0981683,-0.0463367,0.0981942,0.0843911,-0.0463869,-0.0186174
1978,0.0983181,-0.0466362,0.0983528,0.0844964,-0.046704,-0.0188261
1979,0.098462,-0.046924,0.0985053,0.084601,-0.0470091,-0.0190336
1980,0.0986,-0.0472,0.0986517,0.0847051,-0.0473019,-0.0192398
1981,0.098732,-0.047464,0.0987919,0.0848085,-0.0475823,-0.0194448
1982,0.0988579,-0.0477158,0.0989259,0.0849112,-0.0478502,-0.0196485
1983,0.0989777,-0.0479553,0.0990535,0.0850134,-0.0481055,-0.0198509
1984,0.0990912,-0.0481824,0.0991748,0.0851149,-0.048348,-0.0200521
1985,0.0991984,-0.0483969,0.0992896,0.0852158,-0.0485778,-0.020252
1986,0.0992993,-0.0485986,0.0993981,0.0853161,-0.0487947,-0.0204507
1987,0.0993937,-0.0487874,0.0995001,0.0854157,-0.0489987,-0.0206481
1988,0.0994816,-0.0489632,0.0995957,0.0855148,-0.0491899,-0.0208442
1989,0.0995629,-0.0491258,0.0996849,0.0856132,-0.0493684,-0.0210391
1990,0.0996375,-0.049275,0.0997678,0.0857109,-0.0495342,-0.0212327
1991,0.0997054,-0.0494107,0.0998445,0.085808,-0.0496876,-0.021425
1992,0.0997664,-0.0495328,0.099915,0.0859046,-0.0498287,-0.0216161
1993,0.0998205,-0.0496411,0.0999796,0.0860004,-0.0499577,-0.0218059
1994,0.0998677,-0.0497354,0.100038,0.0860957,-0.0500751,-0.0219945
1995,0.0999078,-0.0498156,0.100091,0.0861903,-0.0501811,-0.0221818
1996,0.0999408,-0.0498816,0.100139,0.0862844,-0.0502763,-0.0223679
1997,0.0999666,-0.0499332,0.100181,0.0863778,-0.0503611,-0.0225527
1998,0.0999851,-0.0499702,0.100219,0.0864706,-0.0504361,-0.0227363
1999,0.0999963,-0.0499925,0.100252,0.0865627,-0.0505018,-0.0229186
2000,0.1,-0.05,0.10028,0.0866543,-0.050559,-0.0230997
2001,0.1,-0.05,0.100305,0.0867453,-0.0506084,-0.0232796
2002,0.1,-0.05,0.100326,0.0868356,-0.0506504,-0.0234583
2003,0.1,-0.05,0.100343,0.0869254,-0.0506856,-0.0236358
2004,0.1,-0.05,0.100358,0.0870145,-0.0507144,-0.023812
2005,0.1,-0.05,0.100369,0.0871031,-0.0507374,-0.0239871
2006,0.1,-0.05,0.100378,0.087191,-0.0507552,-0.024161
2007,0.1,-0.05,0.100385,0.0872784,-0.0507682,-0.0243336
2008,0.1,-0.05,0.100389,0.0873652,-0.050777,-0.0245051
2009,0.1,-0.05,0.100392,0.0874514,-0.0507823,-0.0246755
2010,0.1,-0.05,0.100393,0.087537,-0.0507844,-0.0248446
2011,0.1,-0.05,0.100393,0.0876221,-0.0507838,-0.0250126
2012,0.1,-0.05,0.100391,0.0877066,-0.0507809,-0.0251795
2013,0.1,-0.05,0.100389,0.0877905,-0.0507762,-0.0253452
2014,0.1,-0.05,0.100386,0.0878739,-0.05077,-0.0255098
2015,0.1,-0.05,0.100382,0.0879567,-0.0507627,-0.0256733
2016,0.1,-0.05,0.100378,0.088039,-0.0507545,-0.0258356
2017,0.1,-0.05,0.100373,0.0881207,-0.0507456,-0.0259968
2018,0.1,-0.05,0.100369,0.0882018,-0.0507363,-0.0261569
2019,0.1,-0.05,0.100364,0.0882824,-0.0507268,-0.026316
2020,0.1,-0.05,0.100359,0.0883625,-0.0507171,-0.0264739
2021,0.1,-0.05,0.100354,0.088442,-0.0507076,-0.0266308
2022,0.1,-0.05,0.10035,0.0885211,-0.0506981,-0.0267866
2023,0.1,-0.05,0.100345,0.0885995,-0.0506889,-0.0269413
2024,0.1,-0.05,0.100341,0.0886775,-0.0506799,-0.0270949
2025,0.1,-0.05,0.100336,0.0887549,-0.0506713,-0.0272475
2026,0.1,-0.05,0.100332,0.0888319,-0.050663,-0.0273991
2027,0.1,-0.05,0.100328,0.0889083,-0.0506552,-0.0275496
2028,0.1,-0.05,0.100324,0.0889842,-0.0506476,-0.0276991
2029,0.1,-0.05,0.100321,0.0890596,-0.0506405,-0.0278476
2030,0.1,-0.05,0.100317,0.0891344,-0.0506337,-0.0279951
2031,0.1,-0.05,0.100314,0.0892088,-0.0506273,-0.0281415
2032,0.1,-0.05,0.100311,0.0892827,-0.0506213,-0.0282869
2033,0.1,-0.05,0.100308,0.0893561,-0.0506155,-0.0284314
2034,0.1,-0.05,0.100306,0.0894291,-0.0506101,-0.0285749
2035,0.1,-0.05,0.100303,0.0895015,-0.0506049,-0.0287173
2036,0.1,-0.05,0.1003,0.0895734,-0.0505999,-0.0288588
2037,0.1,-0.05,0.100298,0.0896449,-0.0505952,-0.0289994
2038,0.1,-0.05,0.100296,0.0897159,-0.0505907,-0.0291389
2039,0.1,-0.05,0.100294,0.0897864,-0.0505864,-0.0292775
2040,0.1,-0.05,0.100292,0.0898565,-0.0505822,-0.0294152
2041,0.1,-0.05,0.10029,0.0899261,-0.0505782,-0.0295519
2042,0.1,-0.05,0.100288,0.0899952,-0.0505742,-0.0296877
2043,0.1,-0.05,0.100286,0.0900639,-0.0505704,-0.0298225
2044,0.1,-0.05,0.100284,0.0901321,-0.0505667,-0.0299565
2045,0.1,-0.05,0.100282,0.0901999,-0.050563,-0.0300895
2046,0.1,-0.05,0.10028,0.0902672,-0.0505594,-0.0302216
2047,0.1,-0.05,0.100278,0.0903341,-0.0505559,-0.0303527
2048,0.1,-0.05,0.100277,0.0904005,-0.0505524,-0.030483
2049,0.1,-0.05,0.100275,0.0904665,-0.0505489,-0.0306124
2050,0.1,-0.05,0.100273,0.090532,-0.0505455,-0.0307409
2051,0.1,-0.05,0.100271,0.0905971,-0.050542,-0.0308685
2052,0.1,-0.05,0.10027,0.0906618,-0.0505386,-0.0309953
2053,0.1,-0.05,0.100268,0.090726,-0.0505352,-0.0311211
2054,0.1,-0.05,0.100266,0.0907899,-0.0505319,-0.0312461
2055,0.1,-0.05,0.100265,0.0908533,-0.0505285,-0.0313703
2056,0.1,-0.05,0.100263,0.0909163,-0.0505251,-0.0314936
2057,0.1,-0.05,0.100261,0.0909788,-0.0505218,-0.031616
2058,0.1,-0.05,0.10026,0.091041,-0.0505184,-0.0317376
2059,0.1,-0.05,0.100258,0.0911027,-0.0505151,-0.0318584
2060,0.1,-0.05,0.100256,0.091164,-0.0505118,-0.0319783
2061,0.1,-0.05,0.100255,0.091225,-0.0505085,-0.0320974
2062,0.1,-0.05,0.100253,0.0912855,-0.0505052,-0.0322157
2063,0.1,-0.05,0.100251,0.0913456,-0.0505019,-0.0323331
2064,0.1,-0.05,0.10025,0.0914054,-0.0504986,-0.0324498
2065,0.1,-0.05,0.100248,0.0914647,-0.0504953,-0.0325656
2066,0.1,-0.05,0.100246,0.0915236,-0.0504921,-0.0326807
2067,0.1,-0.05,0.100245,0.0915822,-0.0504888,-0.0327949
2068,0.1,-0.05,0.100243,0.0916404,-0.0504856,-0.0329084
2069,0.1,-0.05,0.100242,0.0916981,-0.0504824,-0.0330211
2070,0.1,-0.05,0.10024,0.0917555,-0.0504792,-0.033133
2071,0.1,-0.05,0.100238,0.0918126,-0.050476,-0.0332441
2072,0.1,-0.05,0.100237,0.0918692,-0.0504728,-0.0333545
2073,0.1,-0.05,0.100235,0.0919255,-0.0504697,-0.0334641
2074,0.1,-0.05,0.100234,0.0919814,-0.0504665,-0.0335729
2075,0.1,-0.05,0.100232,0.0920369,-0.0504634,-0.033681
2076,0.1,-0.05,0.100231,0.0920921,-0.0504603,-0.0337883
2077,0.1,-0.05,0.100229,0.0921469,-0.0504573,-0.0338949
2078,0.1,-0.05,0.100228,0.0922014,-0.0504542,-0.0340008
2079,0.1,-0.05,0.100226,0.0922554,-0.0504512,-0.0341059
2080,0.1,-0.05,0.100224,0.0923092,-0.0504482,-0.0342103
2081,0.1,-0.05,0.100223,0.0923626,-0.0504452,-0.034314
2082,0.1,-0.05,0.100221,0.0924156,-0.0504422,-0.0344169
2083,0.1,-0.05,0.10022,0.0924683,-0.0504393,-0.0345192
2084,0.1,-0.05,0.100219,0.0925206,-0.0504363,-0.0346207
2085,0.1,-0.05,0.100217,0.0925726,-0.0504334,-0.0347215
2086,0.1,-0.05,0.100216,0.0926243,-0.0504305,-0.0348216
2087,0.1,-0.05,0.100214,0.0926756,-0.0504277,-0.0349211
2088,0.1,-0.05,0.100213,0.0927266,-0.0504248,-0.0350198
2089,0.1,-0.05,0.100211,0.0927772,-0.050422,-0.0351178
2090,0.1,-0.05,0.10021,0.0928275,-0.0504192,-0.0352152
2091,0.1,-0.05,0.100209,0.0928775,-0.0504164,-0.0353119
2092,0.1,-0.05,0.100207,0.0929272,-0.0504136,-0.0354079
2093,0.1,-0.05,0.100206,0.0929765,-0.0504108,-0.0355032
2094,0.1,-0.05,0.100204,0.0930255,-0.0504081,-0.0355979
2095,0.1,-0.05,0.100203,0.0930742,-0.0504054,-0.0356919
2096,0.1,-0.05,0.100202,0.0931226,-0.0504027,-0.0357853
2097,0.1,-0.05,0.1002,0.0931706,-0.0504,-0.035878
2098,0.1,-0.05,0.100199,0.0932184,-0.0503973,-0.0359701
2099,0.1,-0.05,0.100198,0.0932658,-0.0503947,-0.0360615
2100,0.1,-0.05,0.100196,0.0933129,-0.0503921,-0.0361523
2101,0.1,-0.05,0.100195,0.0933597,-0.0503895,-0.0362424
2102,0.1,-0.05,0.100194,0.0934062,-0.0503869,-0.0363319
2103,0.1,-0.05,0.100192,0.0934524,-0.0503843,-0.0364208
2104,0.1,-0.05,0.100191,0.0934984,-0.0503817,-0.0365091
2105,0.1,-0.05,0.10019,0.093544,-0.0503792,-0.0365967
2106,0.1,-0.05,0.100189,0.0935893,-0.0503767,-0.0366837
2107,0.1,-0.05,0.100187,0.0936343,-0.0503742,-0.0367702
2108,0.1,-0.05,0.100186,0.093679,-0.0503717,-0.036856
2109,0.1,-0.05,0.100185,0.0937235,-0.0503692,-0.0369412
2110,0.1,-0.05,0.100184,0.0937676,-0.0503667,-0.0370258
2111,0.1,-0.05,0.100182,0.0938115,-0.0503643,-0.0371098
2112,0.1,-0.05,0.100181,0.093855,-0.0503619,-0.0371932
2113,0.1,-0.05,0.10018,0.0938983,-0.0503595,-0.0372761
2114,0.1,-0.05,0.100179,0.0939414,-0.0503571,-0.0373583
2115,0.1,-0.05,0.100178,0.0939841,-0.0503547,-0.03744
2116,0.1,-0.05,0.100176,0.0940266,-0.0503523,-0.0375211
2117,0.1,-0.05,0.100175,0.0940687,-0.05035,-0.0376016
2118,0.1,-0.05,0.100174,0.0941107,-0.0503477,-0.0376816
2119,0.1,-0.05,0.100173,0.0941523,-0.0503454,-0.037761
2120,0.1,-0.05,0.100172,0.0941937,-0.0503431,-0.0378398
2121,0.1,-0.05,0.100171,0.0942348,-0.0503408,-0.0379181
2122,0.1,-0.05,0.10017,0.0942756,-0.0503385,-0.0379958
2123,0.1,-0.05,0.100168,0.0943162,-0.0503363,-0.038073
2124,0.1,-0.05,0.100167,0.0943565,-0.050334,-0.0381496
2125,0.1,-0.05,0.100166,0.0943966,-0.0503318,-0.0382257
2126,0.1,-0.05,0.100165,0.0944364,-0.0503296,-0.0383013
2127,0.1,-0.05,0.100164,0.094476,-0.0503274,-0.0383763
2128,0.1,-0.05,0.100163,0.0945153,-0.0503252,-0.0384507
2129,0.1,-0.05,0.100162,0.0945543,-0.050323,-0.0385247
2130,0.1,-0.05,0.100161,0.0945931,-0.0503209,-0.0385981
2131,0.1,-0.05,0.10016,0.0946316,-0.0503188,-0.038671
2132,0.1,-0.05,0.100159,0.0946699,-0.0503166,-0.0387434
2133,0.1,-0.05,0.100158,0.094708,-0.0503145,-0.0388152
2134,0.1,-0.05,0.100156,0.0947458,-0.0503124,-0.0388866
2135,0.1,-0.05,0.100155,0.0947834,-0.0503104,-0.0389574
2136,0.1,-0.05,0.100154,0.0948207,-0.0503083,-0.0390277
2137,0.1,-0.05,0.100153,0.0948578,-0.0503062,-0.0390976
2138,0.1,-0.05,0.100152,0.0948946,-0.0503042,-0.0391669
2139,0.1,-0.05,0.100151,0.0949313,-0.0503022,-0.0392357
2140,0.1,-0.05,0.10015,0.0949677,-0.0503002,-0.0393041
2141,0.1,-0.05,0.100149,0.0950038,-0.0502982,-0.0393719
2142,0.1,-0.05,0.100148,0.0950397,-0.0502962,-0.0394393
2143,0.1,-0.05,0.100147,0.0950754,-0.0502942,-0.0395061
2144,0.1,-0.05,0.100146,0.0951109,-0.0502923,-0.0395725
2145,0.1,-0.05,0.100145,0.0951462,-0.0502903,-0.0396385
2146,0.1,-0.05,0.100144,0.0951812,-0.0502884,-0.0397039
2147,0.1,-0.05,0.100143,0.095216,-0.0502865,-0.0397689
2148,0.1,-0.05,0.100143,0.0952506,-0.0502846,-0.0398334
2149,0.1,-0.05,0.100142,0.095285,-0.0502827,-0.0398974
2150,0.1,-0.05,0.100141,0.0953191,-0.0502808,-0.039961
2151,0.1,-0.05,0.10014,0.095353,-0.0502789,-0.0400241
2152,0.1,-0.05,0.100139,0.0953868,-0.0502771,-0.0400867
2153,0.1,-0.05,0.100138,0.0954203,-0.0502752,-0.0401489
2154,0.1,-0.05,0.100137,0.0954536,-0.0502734,-0.0402107
2155,0.1,-0.05,0.100136,0.0954867,-0.0502716,-0.040272
2156,0.1,-0.05,0.100135,0.0955196,-0.0502698,-0.0403328
2157,0.1,-0.05,0.100134,0.0955522,-0.050268,-0.0403933
2158,0.1,-0.05,0.100133,0.0955847,-0.0502662,-0.0404532
2159,0.1,-0.05,0.100132,0.095617,-0.0502644,-0.0405128
2160,0.1,-0.05,0.100132,0.0956491,-0.0502626,-0.0405719
2161,0.1,-0.05,0.100131,0.0956809,-0.0502609,-0.0406305
2162,0.1,-0.05,0.10013,0.0957126,-0.0502592,-0.0406888
2163,0.1,-0.05,0.100129,0.0957441,-0.0502574,-0.0407466
2164,0.1,-0.05,0.100128,0.0957754,-0.0502557,-0.0408039
2165,0.1,-0.05,0.100127,0.0958064,-0.050254,-0.0408609
2166,0.1,-0.05,0.100126,0.0958373,-0.0502523,-0.0409175
2167,0.1,-0.05,0.100126,0.095868,-0.0502507,-0.0409736
2168,0.1,-0.05,0.100125,0.0958985,-0.050249,-0.0410293
2169,0.1,-0.05,0.100124,0.0959289,-0.0502473,-0.0410846
2170,0.1,-0.05,0.100123,0.095959,-0.0502457,-0.0411395
2171,0.1,-0.05,0.100122,0.095989,-0.050244,-0.041194
2172,0.1,-0.05,0.100121,0.0960187,-0.0502424,-0.0412481
2173,0.1,-0.05,0.100121,0.0960483,-0.0502408,-0.0413018
2174,0.1,-0.05,0.10012,0.0960777,-0.0502392,-0.041355
2175,0.1,-0.05,0.100119,0.0961069,-0.0502376,-0.0414079
2176,0.1,-0.05,0.100118,0.096136,-0.050236,-0.0414604
2177,0.1,-0.05,0.100117,0.0961648,-0.0502345,-0.0415125
2178,0.1,-0.05,0.100117,0.0961935,-0.0502329,-0.0415643
2179,0.1,-0.05,0.100116,0.096222,-0.0502314,-0.0416156
2180,0.1,-0.05,0.100115,0.0962504,-0.0502298,-0.0416665
2181,0.1,-0.05,0.100114,0.0962785,-0.0502283,-0.0417171
2182,0.1,-0.05,0.100114,0.0963065,-0.0502268,-0.0417673
2183,0.1,-0.05,0.100113,0.0963344,-0.0502253,-0.0418171
2184,0.1,-0.05,0.100112,0.096362,-0.0502238,-0.0418665
2185,0.1,-0.05,0.100111,0.0963895,-0.0502223,-0.0419156
2186,0.1,-0.05,0.100111,0.0964168,-0.0502208,-0.0419643
2187,0.1,-0.05,0.10011,0.096444,-0.0502193,-0.0420126
2188,0.1,-0.05,0.100109,0.096471,-0.0502179,-0.0420605
2189,0.1,-0.05,0.100108,0.0964978,-0.0502164,-0.0421081
2190,0.1,-0.05,0.100108,0.0965245,-0.050215,-0.0421554
2191,0.1,-0.05,0.100107,0.096551,-0.0502135,-0.0422022
2192,0.1,-0.05,0.100106,0.0965774,-0.0502121,-0.0422487
2193,0.1,-0.05,0.100106,0.0966036,-0.0502107,-0.0422949
2194,0.1,-0.05,0.100105,0.0966296,-0.0502093,-0.0423407
2195,0.1,-0.05,0.100104,0.0966555,-0.0502079,-0.0423862
2196,0.1,-0.05,0.100103,0.0966812,-0.0502065,-0.0424313
2197,0.1,-0.05,0.100103,0.0967068,-0.0502052,-0.042476
2198,0.1,-0.05,0.100102,0.0967322,-0.0502038,-0.0425204
2199,0.1,-0.05,0.100101,0.0967575,-0.0502024,-0.0425645
2200,0.1,-0.05,0.100101,0.0967827,-0.0502011,-0.0426082
2201,0.1,-0.05,0.1001,0.0968076,-0.0501997,-0.0426516
2202,0.1,-0.05,0.100099,0.0968325,-0.0501984,-0.0426947
2203,0.1,-0.05,0.100099,0.0968572,-0.0501971,-0.0427374
2204,0.1,-0.05,0.100098,0.0968817,-0.0501958,-0.0427798
2205,0.1,-0.05,0.100097,0.0969061,-0.0501945,-0.0428218
2206,0.1,-0.05,0.100097,0.0969304,-0.0501932,-0.0428636
2207,0.1,-0.05,0.100096,0.0969545,-0.0501919,-0.042905
2208,0.1,-0.05,0.100095,0.0969785,-0.0501906,-0.0429461
2209,0.1,-0.05,0.100095,0.0970023,-0.0501894,-0.0429868
2210,0.1,-0.05,0.100094,0.097026,-0.0501881,-0.0430272
2211,0.1,-0.05,0.100094,0.0970496,-0.0501868,-0.0430674
2212,0.1,-0.05,0.100093,0.097073,-0.0501856,-0.0431072
2213,0.1,-0.05,0.100092,0.0970963,-0.0501844,-0.0431466
2214,0.1,-0.05,0.100092,0.0971195,-0.0501831,-0.0431858
2215,0.1,-0.05,0.100091,0.0971425,-0.0501819,-0.0432247
2216,0.1,-0.05,0.100091,0.0971654,-0.0501807,-0.0432632
2217,0.1,-0.05,0.10009,0.0971881,-0.0501795,-0.0433014
2218,0.1,-0.05,0.100089,0.0972108,-0.0501783,-0.0433394
2219,0.1,-0.05,0.100089,0.0972333,-0.0501771,-0.043377
2220,0.1,-0.05,0.100088,0.0972557,-0.0501759,-0.0434143
2221,0.1,-0.05,0.100088,0.0972779,-0.0501747,-0.0434513
2222,0.1,-0.05,0.100087,0.0973001,-0.0501736,-0.043488
2223,0.1,-0.05,0.100086,0.0973221,-0.0501724,-0.0435245
2224,0.1,-0.05,0.100086,0.0973439,-0.0501712,-0.0435606
2225,0.1,-0.05,0.100085,0.0973657,-0.0501701,-0.0435964
2226,0.1,-0.05,0.100085,0.0973873,-0.050169,-0.043632
2227,0.1,-0.05,0.100084,0.0974089,-0.0501678,-0.0436672
2228,0.1,-0.05,0.100083,0.0974303,-0.0501667,-0.0437022
2229,0.1,-0.05,0.100083,0.0974515,-0.0501656,-0.0437368
2230,0.1,-0.05,0.100082,0.0974727,-0.0501645,-0.0437712
2231,0.1,-0.05,0.100082,0.0974937,-0.0501633,-0.0438053
2232,0.1,-0.05,0.100081,0.0975147,-0.0501622,-0.0438391
2233,0.1,-0.05,0.100081,0.0975355,-0.0501612,-0.0438726
2234,0.1,-0.05,0.10008,0.0975562,-0.0501601,-0.0439059
2235,0.1,-0.05,0.10008,0.0975768,-0.050159,-0.0439389
2236,0.1,-0.05,0.100079,0.0975973,-0.0501579,-0.0439716
2237,0.1,-0.05,0.100079,0.0976176,-0.0501568,-0.044004
2238,0.1,-0.05,0.100078,0.0976379,-0.0501558,-0.0440361
2239,0.1,-0.05,0.100078,0.097658,-0.0501547,-0.044068
2240,0.1,-0.05,0.100077,0.0976781,-0.0501537,-0.0440996
2241,0.1,-0.05,0.100076,0.097698,-0.0501526,-0.0441309
2242,0.1,-0.05,0.100076,0.0977178,-0.0501516,-0.044162
2243,0.1,-0.05,0.100075,0.0977376,-0.0501506,-0.0441928
2244,0.1,-0.05,0.100075,0.0977572,-0.0501496,-0.0442233
2245,0.1,-0.05,0.100074,0.0977767,-0.0501485,-0.0442536
2246,0.1,-0.05,0.100074,0.0977961,-0.0501475,-0.0442836
2247,0.1,-0.05,0.100073,0.0978154,-0.0501465,-0.0443133
2248,0.1,-0.05,0.100073,0.0978346,-0.0501455,-0.0443428
2249,0.1,-0.05,0.100072,0.0978537,-0.0501445,-0.044372
2250,0.1,-0.05,0.100072,0.0978728,-0.0501436,-0.044401
2251,0.1,-0.05,0.100071,0.0978917,-0.0501426,-0.0444297
2252,0.1,-0.05,0.100071,0.0979105,-0.0501416,-0.0444581
2253,0.1,-0.05,0.10007,0.0979292,-0.0501406,-0.0444863
2254,0.1,-0.05,0.10007,0.0979478,-0.0501397,-0.0445143
2255,0.1,-0.05,0.100069,0.0979664,-0.0501387,-0.044542
2256,0.1,-0.05,0.100069,0.0979848,-0.0501378,-0.0445694
2257,0.1,-0.05,0.100069,0.0980032,-0.0501368,-0.0445966
2258,0.1,-0.05,0.100068,0.0980214,-0.0501359,-0.0446236
2259,0.1,-0.05,0.100068,0.0980396,-0.050135,-0.0446503
2260,0.1,-0.05,0.100067,0.0980576,-0.050134,-0.0446767
2261,0.1,-0.05,0.100067,0.0980756,-0.0501331,-0.0447029
2262,0.1,-0.05,0.100066,0.0980935,-0.0501322,-0.0447289
2263,0.1,-0.05,0.100066,0.0981113,-0.0501313,-0.0447547
2264,0.1,-0.05,0.100065,0.098129,-0.0501304,-0.0447801
2265,0.1,-0.05,0.100065,0.0981467,-0.0501295,-0.0448054
2266,0.1,-0.05,0.100064,0.0981642,-0.0501286,-0.0448304
2267,0.1,-0.05,0.100064,0.0981817,-0.0501277,-0.0448552
2268,0.1,-0.05,0.100064,0.098199,-0.0501268,-0.0448797
2269,0.1,-0.05,0.100063,0.0982163,-0.050126,-0.0449041
2270,0.1,-0.05,0.100063,0.0982335,-0.0501251,-0.0449281
2271,0.1,-0.05,0.100062,0.0982507,-0.0501242,-0.044952
2272,0.1,-0.05,0.100062,0.0982677,-0.0501234,-0.0449756
2273,0.1,-0.05,0.100061,0.0982847,-0.0501225,-0.044999
2274,0.1,-0.05,0.100061,0.0983016,-0.0501217,-0.0450222
2275,0.1,-0.05,0.100061,0.0983184,-0.0501208,-0.0450451
2276,0.1,-0.05,0.10006,0.0983351,-0.05012,-0.0450678
2277,0.1,-0.05,0.10006,0.0983518,-0.0501192,-0.0450903
2278,0.1,-0.05,0.100059,0.0983684,-0.0501183,-0.0451125
2279,0.1,-0.05,0.100059,0.0983849,-0.0501175,-0.0451346
2280,0.1,-0.05,0.100058,0.0984013,-0.0501167,-0.0451564
2281,0.1,-0.05,0.100058,0.0984177,-0.0501159,-0.045178
2282,0.1,-0.05,0.100058,0.0984339,-0.0501151,-0.0451993
2283,0.1,-0.05,0.100057,0.0984501,-0.0501143,-0.0452205
2284,0.1,-0.05,0.100057,0.0984663,-0.0501135,-0.0452414
2285,0.1,-0.05,0.100056,0.0984824,-0.0501127,-0.0452621
2286,0.1,-0.05,0.100056,0.0984984,-0.0501119,-0.0452826
2287,0.1,-0.05,0.100056,0.0985143,-0.0501111,-0.0453029
2288,0.1,-0.05,0.100055,0.0985301,-0.0501104,-0.045323
2289,0.1,-0.05,0.100055,0.0985459,-0.0501096,-0.0453428
2290,0.1,-0.05,0.100055,0.0985617,-0.0501088,-0.0453625
2291,0.1,-0.05,0.100054,0.0985773,-0.0501081,-0.0453819
2292,0.1,-0.05,0.100054,0.0985929,-0.0501073,-0.0454011
2293,0.1,-0.05,0.100053,0.0986084,-0.0501066,-0.0454201
2294,0.1,-0.05,0.100053,0.0986239,-0.0501058,-0.0454389
2295,0.1,-0.05,0.100053,0.0986393,-0.0501051,-0.0454575
2296,0.1,-0.05,0.100052,0.0986546,-0.0501044,-0.0454759
2297,0.1,-0.05,0.100052,0.0986699,-0.0501036,-0.0454941
2298,0.1,-0.05,0.100052,0.0986851,-0.0501029,-0.0455121
2299,0.1,-0.05,0.100051,0.0987003,-0.0501022,-0.0455298
2300,0.1,-0.05,0.100051,0.0987154,-0.0501015,-0.0455474
2301,0.1,-0.05,0.10005,0.0987304,-0.0501007,-0.0455648
2302,0.1,-0.05,0.10005,0.0987454,-0.0501,-0.0455819
2303,0.1,-0.05,0.10005,0.0987603,-0.0500993,-0.0455989
2304,0.1,-0.05,0.100049,0.0987751,-0.0500986,-0.0456157
2305,0.1,-0.05,0.100049,0.0987899,-0.050098,-0.0456322
2306,0.1,-0.05,0.100049,0.0988047,-0.0500973,-0.0456486
2307,0.1,-0.05,0.100048,0.0988194,-0.0500966,-0.0456647
2308,0.1,-0.05,0.100048,0.098834,-0.0500959,-0.0456807
2309,0.1,-0.05,0.100048,0.0988486,-0.0500952,-0.0456965
2310,0.1,-0.05,0.100047,0.0988631,-0.0500946,-0.045712
2311,0.1,-0.05,0.100047,0.0988776,-0.0500939,-0.0457274
2312,0.1,-0.05,0.100047,0.098892,-0.0500932,-0.0457426
2313,0.1,-0.05,0.100046,0.0989064,-0.0500926,-0.0457576
2314,0.1,-0.05,0.100046,0.0989207,-0.0500919,-0.0457724
2315,0.1,-0.05,0.100046,0.0989349,-0.0500913,-0.045787
2316,0.1,-0.05,0.100045,0.0989492,-0.0500906,-0.0458014
2317,0.1,-0.05,0.100045,0.0989633,-0.05009,-0.0458156
2318,0.1,-0.05,0.100045,0.0989775,-0.0500894,-0.0458296
2319,0.1,-0.05,0.100044,0.0989915,-0.0500887,-0.0458435
2320,0.1,-0.05,0.100044,0.0990056,-0.0500881,-0.0458571
2321,0.1,-0.05,0.100044,0.0990195,-0.0500875,-0.0458706
2322,0.1,-0.05,0.100044,0.0990335,-0.0500869,-0.0458838
2323,0.1,-0.05,0.100043,0.0990474,-0.0500862,-0.0458969
2324,0.1,-0.05,0.100043,0.0990612,-0.0500856,-0.0459098
2325,0.1,-0.05,0.100043,0.099075,-0.050085,-0.0459225
2326,0.1,-0.05,0.100042,0.0990888,-0.0500844,-0.045935
2327,0.1,-0.05,0.100042,0.0991025,-0.0500838,-0.0459474
2328,0.1,-0.05,0.100042,0.0991162,-0.0500832,-0.0459595
2329,0.1,-0.05,0.100041,0.0991298,-0.0500826,-0.0459715
2330,0.1,-0.05,0.100041,0.0991434,-0.0500821,-0.0459833
2331,0.1,-0.05,0.100041,0.0991569,-0.0500815,-0.0459949
2332,0.1,-0.05,0.100041,0.0991704,-0.0500809,-0.0460063
2333,0.1,-0.05,0.10004,0.0991839,-0.0500803,-0.0460176
2334,0.1,-0.05,0.10004,0.0991974,-0.0500798,-0.0460286
2335,0.1,-0.05,0.10004,0.0992108,-0.0500792,-0.0460395
2336,0.1,-0.05,0.100039,0.0992241,-0.0500786,-0.0460502
2337,0.1,-0.05,0.100039,0.0992374,-0.0500781,-0.0460607
2338,0.1,-0.05,0.100039,0.0992507,-0.0500775,-0.0460711
2339,0.1,-0.05,0.100039,0.099264,-0.050077,-0.0460812
2340,0.1,-0.05,0.100038,0.0992772,-0.0500764,-0.0460912
2341,0.1,-0.05,0.100038,0.0992904,-0.0500759,-0.046101
2342,0.1,-0.05,0.100038,0.0993035,-0.0500753,-0.0461106
2343,0.1,-0.05,0.100037,0.0993167,-0.0500748,-0.0461201
2344,0.1,-0.05,0.100037,0.0993297,-0.0500743,-0.0461294
2345,0.1,-0.05,0.100037,0.0993428,-0.0500738,-0.0461385
2346,0.1,-0.05,0.100037,0.0993558,-0.0500732,-0.0461474
2347,0.1,-0.05,0.100036,0.0993688,-0.0500727,-0.0461561
2348,0.1,-0.05,0.100036,0.0993818,-0.0500722,-0.0461647
2349,0.1,-0.05,0.100036,0.0993947,-0.0500717,-0.0461731
2350,0.1,-0.05,0.100036,0.0994076,-0.0500712,-0.0461813
2351,0.1,-0.05,0.100035,0.0994205,-0.0500707,-0.0461894
2352,0.1,-0.05,0.100035,0.0994334,-0.0500702,-0.0461973
2353,0.1,-0.05,0.100035,0.0994462,-0.0500697,-0.046205
