k,ZMP_ref_x,ZMP_ref_y,ZMP_x,COM_x,ZMP_y,COM_y
0,0,0,0,0,0,0
1,0,0,-0.000810012,6.01991e-09,-0.000810012,6.01991e-09
2,0,0,-0.00144375,4.68495e-08,-0.00144375,4.68495e-08
3,0,0,-0.00192211,1.50905e-07,-0.00192211,1.50905e-07
4,0,0,-0.00226513,3.39671e-07,-0.00226513,3.39671e-07
5,0,0,-0.00249175,6.28592e-07,-0.00249175,6.28592e-07
6,0,0,-0.00261966,1.02792e-06,-0.00261966,1.02792e-06
7,0,0,-0.00266514,1.54349e-06,-0.00266514,1.54349e-06
8,0,0,-0.00264305,2.17747e-06,-0.00264305,2.17747e-06
9,0,0,-0.00256676,2.92901e-06,-0.00256676,2.92901e-06
10,0,0,-0.00244818,3.79481e-06,-0.00244818,3.79481e-06
11,0,0,-0.00229782,4.76971e-06,-0.00229782,4.76971e-06
12,0,0,-0.0021248,5.84713e-06,-0.0021248,5.84713e-06
13,0,0,-0.00193698,7.01944e-06,-0.00193698,7.01944e-06
14,0,0,-0.001741,8.27837e-06,-0.001741,8.27837e-06
15,0,0,-0.0015424,9.61529e-06,-0.0015424,9.61529e-06
16,0,0,-0.00134573,1.10214e-05,-0.00134573,1.10214e-05
17,0,0,-0.00115461,1.24881e-05,-0.00115461,1.24881e-05
18,0,0,-0.00097187,1.40069e-05,-0.00097187,1.40069e-05
19,0,0,-0.000799635,1.55697e-05,-0.000799635,1.55697e-05
20,0,0,-0.000639402,1.7169e-05,-0.000639402,1.7169e-05
21,0,0,-0.000492146,1.87976e-05,-0.000492146,1.87976e-05
22,0,0,-0.000358392,2.04491e-05,-0.000358392,2.04491e-05
23,0,0,-0.000238292,2.21176e-05,-0.000238292,2.21176e-05
24,0,0,-0.000131694,2.37979e-05,-0.000131694,2.37979e-05
25,0,0,-3.82022e-05,2.54851e-05,-3.82022e-05,2.54851e-05
26,0,0,4.27683e-05,2.71753e-05,4.27683e-05,2.71753e-05
27,0,0,0.000111943,2.88649e-05,0.000111943,2.88649e-05
28,0,0,0.000170149,3.05509e-05,0.000170149,3.05509e-05
29,0,0,0.000218274,3.22307e-05,0.000218274,3.22307e-05
30,0,0,0.000257242,3.39023e-05,0.000257242,3.39023e-05
31,0,0,0.000287985,3.55639e-05,0.000287985,3.55639e-05
32,0,0,0.000311423,3.72144e-05,0.000311423,3.72144e-05
33,0,0,0.000328449,3.88527e-05,0.000328449,3.88527e-05
34,0,0,0.000339914,4.04782e-05,0.000339914,4.04782e-05
35,0,0,0.00034662,4.20903e-05,0.00034662,4.20903e-05
36,0,0,0.00034931,4.36888e-05,0.00034931,4.36888e-05
37,0,0,0.000348668,4.52738e-05,0.000348668,4.52738e-05
38,0,0,0.000345316,4.68453e-05,0.000345316,4.68453e-05
39,0,0,0.00033981,4.84034e-05,0.00033981,4.84034e-05
40,0,0,0.000332645,4.99486e-05,0.000332645,4.99486e-05
41,0,0,0.000324254,5.14812e-05,0.000324254,5.14812e-05
42,0,0,0.000315013,5.30016e-05,0.000315013,5.30016e-05
43,0,0,0.000305243,5.45104e-05,0.000305243,5.45104e-05
44,0,0,0.000295215,5.60079e-05,0.000295215,5.60079e-05
45,0,0,0.000285155,5.74948e-05,0.000285155,5.74948e-05
46,0,0,0.000275244,5.89716e-05,0.000275244,5.89716e-05
47,0,0,0.000265628,6.04387e-05,0.000265628,6.04387e-05
48,0,0,0.000256417,6.18966e-05,0.000256417,6.18966e-05
49,0,0,0.000247695,6.33459e-05,0.000247695,6.33459e-05
50,0,0,0.000239517,6.47869e-05,0.000239517,6.47869e-05
51,0,0,0.00023192,6.62202e-05,0.00023192,6.62202e-05
52,0,0,0.00022492,6.7646e-05,0.00022492,6.7646e-05
53,0,0,0.000218518,6.90649e-05,0.000218518,6.90649e-05
54,0,0,0.000212705,7.04771e-05,0.000212705,7.04771e-05
55,0,0,0.00020746,7.18829e-05,0.00020746,7.18829e-05
56,0,0,0.000202756,7.32827e-05,0.000202756,7.32827e-05
57,0,0,0.000198559,7.46767e-05,0.000198559,7.46767e-05
58,0,0,0.000194833,7.60651e-05,0.000194833,7.60651e-05
59,0,0,0.000191538,7.74483e-05,0.000191538,7.74483e-05
60,0,0,0.000188635,7.88264e-05,0.000188635,7.88264e-05
61,0,0,0.000186083,8.01996e-05,0.000186083,8.01996e-05
62,0,0,0.000183843,8.1568e-05,0.000183843,8.1568e-05
63,0,0,0.000181876,8.29319e-05,0.000181876,8.29319e-05
64,0,0,0.000180147,8.42914e-05,0.000180147,8.42914e-05
65,0,0,0.000178621,8.56466e-05,0.000178621,8.56466e-05
66,0,0,0.000177267,8.69977e-05,0.000177267,8.69977e-05
67,0,0,0.000176056,8.83447e-05,0.000176056,8.83447e-05
68,0,0,0.000174963,8.96878e-05,0.000174963,8.96878e-05
69,0,0,0.000173964,9.10271e-05,0.000173964,9.10271e-05
70,0,0,0.000173038,9.23628e-05,0.000173038,9.23628e-05
71,0,0,0.000172169,9.36948e-05,0.000172169,9.36948e-05
72,0,0,0.000171339,9.50233e-05,0.000171339,9.50233e-05
73,0,0,0.000170536,9.63484e-05,0.000170536,9.63484e-05
74,0,0,0.000169749,9.76702e-05,0.000169749,9.76702e-05
75,0,0,0.000168969,9.89888e-05,0.000168969,9.89888e-05
76,0,0,0.000168188,0.000100304,0.000168188,0.000100304
77,0,0,0.000167401,0.000101617,0.000167401,0.000101617
78,0,0,0.000166603,0.000102926,0.000166603,0.000102926
79,0,0,0.00016579,0.000104233,0.00016579,0.000104233
80,0,0,0.000164962,0.000105537,0.000164962,0.000105537
81,0,0,0.000164116,0.000106838,0.000164116,0.000106838
82,0,0,0.000163251,0.000108137,0.000163251,0.000108137
83,0,0,0.000162369,0.000109433,0.000162369,0.000109433
84,0,0,0.000161469,0.000110727,0.000161469,0.000110727
85,0,0,0.000160553,0.000112019,0.000160553,0.000112019
86,0,0,0.000159621,0.000113308,0.000159621,0.000113308
87,0,0,0.000158675,0.000114596,0.000158675,0.000114596
88,0,0,0.000157717,0.000115881,0.000157717,0.000115881
89,0,0,0.000156748,0.000117165,0.000156748,0.000117165
90,0,0,0.00015577,0.000118446,0.00015577,0.000118446
91,0,0,0.000154785,0.000119727,0.000154785,0.000119727
92,0,0,0.000153794,0.000121005,0.000153794,0.000121005
93,0,0,0.0001528,0.000122282,0.0001528,0.000122282
94,0,0,0.000151802,0.000123558,0.000151802,0.000123558
95,0,0,0.000150804,0.000124833,0.000150804,0.000124833
96,0,0,0.000149805,0.000126106,0.000149805,0.000126106
97,0,0,0.000148808,0.000127378,0.000148808,0.000127378
98,0,0,0.000147812,0.00012865,0.000147812,0.00012865
99,0,0,0.000146821,0.00012992,0.000146821,0.00012992
100,0,0,0.000145833,0.00013119,0.000145833,0.00013119
101,0,0,0.000144849,0.000132459,0.000144849,0.000132459
102,0,0,0.000143871,0.000133727,0.000143871,0.000133727
103,0,0,0.000142899,0.000134996,0.000142899,0.000134996
104,0,0,0.000141933,0.000136263,0.000141933,0.000136263
105,0,0,0.000140973,0.000137531,0.000140973,0.000137531
106,0,0,0.00014002,0.000138798,0.00014002,0.000138798
107,0,0,0.000139074,0.000140065,0.000139074,0.000140065
108,0,0,0.000138135,0.000141333,0.000138135,0.000141333
109,0,0,0.000137203,0.0001426,0.000137203,0.0001426
110,0,0,0.000136279,0.000143868,0.000136279,0.000143868
111,0,0,0.000135361,0.000145136,0.000135361,0.000145136
112,0,0,0.000134451,0.000146404,0.000134451,0.000146404
113,0,0,0.000133547,0.000147673,0.000133547,0.000147673
114,0,0,0.000132651,0.000148943,0.000132651,0.000148943
115,0,0,0.000131762,0.000150213,0.000131762,0.000150213
116,0,0,0.000130879,0.000151484,0.000130879,0.000151484
117,0,0,0.000130003,0.000152757,0.000130003,0.000152757
118,0,0,0.000129134,0.00015403,0.000129134,0.00015403
119,0,0,0.000128272,0.000155304,0.000128272,0.000155304
120,0,0,0.000127415,0.000156579,0.000127415,0.000156579
121,0,0,0.000126565,0.000157856,0.000126565,0.000157856
122,0,0,0.000125721,0.000159134,0.000125721,0.000159134
123,0,0,0.000124884,0.000160414,0.000124884,0.000160414
124,0,0,0.000124052,0.000161695,0.000124052,0.000161695
125,0,0,0.000123226,0.000162978,0.000123226,0.000162978
126,0,0,0.000122405,0.000164262,0.000122405,0.000164262
127,0,0,0.000121591,0.000165549,0.000121591,0.000165549
128,0,0,0.000120782,0.000166837,0.000120782,0.000166837
129,0,0,0.000119978,0.000168128,0.000119978,0.000168128
130,0,0,0.00011918,0.000169421,0.00011918,0.000169421
131,0,0,0.000118388,0.000170716,0.000118388,0.000170716
132,0,0,0.000117601,0.000172013,0.000117601,0.000172013
133,0,0,0.000116819,0.000173312,0.000116819,0.000173312
134,0,0,0.000116042,0.000174615,0.000116042,0.000174615
135,0,0,0.00011527,0.000175919,0.00011527,0.000175919
136,0,0,0.000114504,0.000177227,0.000114504,0.000177227
137,0,0,0.000113742,0.000178537,0.000113742,0.000178537
138,0,0,0.000112986,0.00017985,0.000112986,0.00017985
139,0,0,0.000112234,0.000181167,0.000112234,0.000181167
140,0,0,0.000111488,0.000182486,0.000111488,0.000182486
141,0,0,0.000110746,0.000183808,0.000110746,0.000183808
142,0,0,0.00011001,0.000185134,0.00011001,0.000185134
143,0,0,0.000109278,0.000186463,0.000109278,0.000186463
144,0,0,0.000108551,0.000187795,0.000108551,0.000187795
145,0,0,0.000107829,0.000189131,0.000107829,0.000189131
146,0,0,0.000107111,0.000190471,0.000107111,0.000190471
147,0,0,0.000106399,0.000191814,0.000106399,0.000191814
148,0,0,0.000105691,0.000193162,0.000105691,0.000193162
149,0,0,0.000104987,0.000194513,0.000104987,0.000194513
150,0,0,0.000104289,0.000195868,0.000104289,0.000195868
151,0,0,0.000103595,0.000197227,0.000103595,0.000197227
152,0,0,0.000102905,0.00019859,0.000102905,0.00019859
153,0,0,0.000102221,0.000199958,0.000102221,0.000199958
154,0,0,0.00010154,0.00020133,0.00010154,0.00020133
155,0,0,0.000100864,0.000202706,0.000100864,0.000202706
156,0,0,0.000100193,0.000204087,0.000100193,0.000204087
157,0,0,9.95264e-05,0.000205472,9.95264e-05,0.000205472
158,0,0,9.8864e-05,0.000206863,9.8864e-05,0.000206863
159,0,0,9.8206e-05,0.000208258,9.8206e-05,0.000208258
160,0,0,9.75524e-05,0.000209658,9.75524e-05,0.000209658
161,0,0,9.69031e-05,0.000211063,9.69031e-05,0.000211063
162,0,0,9.62582e-05,0.000212473,9.62582e-05,0.000212473
163,0,0,9.56175e-05,0.000213888,9.56175e-05,0.000213888
164,0,0,9.49811e-05,0.000215309,9.49811e-05,0.000215309
165,0,0,9.4349e-05,0.000216735,9.4349e-05,0.000216735
166,0,0,9.3721e-05,0.000218166,9.3721e-05,0.000218166
167,0,0,9.30973e-05,0.000219603,9.30973e-05,0.000219603
168,0,0,9.24776e-05,0.000221045,9.24776e-05,0.000221045
169,0,0,9.18622e-05,0.000222494,9.18622e-05,0.000222494
170,0,0,9.12508e-05,0.000223948,9.12508e-05,0.000223948
171,0,0,9.06435e-05,0.000225408,9.06435e-05,0.000225408
172,0,0,9.00402e-05,0.000226874,9.00402e-05,0.000226874
173,0,0,8.94409e-05,0.000228346,8.94409e-05,0.000228346
174,0,0,8.88457e-05,0.000229824,8.88457e-05,0.000229824
175,0,0,8.82544e-05,0.000231309,8.82544e-05,0.000231309
176,0,0,8.7667e-05,0.0002328,8.7667e-05,0.0002328
177,0,0,8.70835e-05,0.000234297,8.70835e-05,0.000234297
178,0,0,8.6504e-05,0.000235802,8.6504e-05,0.000235802
179,0,0,8.59283e-05,0.000237312,8.59283e-05,0.000237312
180,0,0,8.53564e-05,0.00023883,8.53564e-05,0.00023883
181,0,0,8.47883e-05,0.000240354,8.47883e-05,0.000240354
182,0,0,8.4224e-05,0.000241885,8.4224e-05,0.000241885
183,0,0,8.36635e-05,0.000243423,8.36635e-05,0.000243423
184,0,0,8.31067e-05,0.000244969,8.31067e-05,0.000244969
185,0,0,8.25536e-05,0.000246521,8.25536e-05,0.000246521
186,0,0,8.20042e-05,0.000248081,8.20042e-05,0.000248081
187,0,0,8.14584e-05,0.000249649,8.14584e-05,0.000249649
188,0,0,8.09163e-05,0.000251223,8.09163e-05,0.000251223
189,0,0,8.03778e-05,0.000252806,8.03778e-05,0.000252806
190,0,0,7.98429e-05,0.000254396,7.98429e-05,0.000254396
191,0,0,7.93115e-05,0.000255994,7.93115e-05,0.000255994
192,0,0,7.87836e-05,0.0002576,7.87836e-05,0.0002576
193,0,0,7.82593e-05,0.000259213,7.82593e-05,0.000259213
194,0,0,7.77385e-05,0.000260835,7.77385e-05,0.000260835
195,0,0,7.72211e-05,0.000262465,7.72211e-05,0.000262465
196,0,0,7.67072e-05,0.000264103,7.67072e-05,0.000264103
197,0,0,7.61967e-05,0.00026575,7.61967e-05,0.00026575
198,0,0,7.56896e-05,0.000267405,7.56896e-05,0.000267405
199,0,0,7.51859e-05,0.000269068,7.51859e-05,0.000269068
200,0,0,7.46855e-05,0.000270741,7.46855e-05,0.000270741
201,0,0,7.41884e-05,0.000272422,7.41884e-05,0.000272422
202,0,0,7.36947e-05,0.000274111,7.36947e-05,0.000274111
203,0,0,7.32043e-05,0.00027581,7.32043e-05,0.00027581
204,0,0,7.2717e-05,0.000277518,7.27171e-05,0.000277518
205,0,0,7.22331e-05,0.000279235,7.22333e-05,0.000279235
206,0,0,7.17522e-05,0.000280961,7.17527e-05,0.000280961
207,0,0,7.12746e-05,0.000282697,7.12755e-05,0.000282697
208,0,0,7.08e-05,0.000284441,7.08017e-05,0.000284441
209,0,0,7.03284e-05,0.000286196,7.03312e-05,0.000286196
210,0,0,6.98598e-05,0.00028796,6.98642e-05,0.00028796
211,0,0,6.93942e-05,0.000289734,6.94006e-05,0.000289734
212,0,0,6.89315e-05,0.000291517,6.89404e-05,0.000291517
213,0,0,6.84717e-05,0.000293311,6.84837e-05,0.000293311
214,0,0,6.80148e-05,0.000295114,6.80305e-05,0.000295114
215,0,0,6.75606e-05,0.000296928,6.75808e-05,0.000296928
216,0,0,6.71092e-05,0.000298752,6.71346e-05,0.000298752
217,0,0,6.66605e-05,0.000300586,6.6692e-05,0.000300586
218,0,0,6.62145e-05,0.000302431,6.62528e-05,0.000302431
219,0,0,6.57712e-05,0.000304286,6.58171e-05,0.000304286
220,0,0,6.53306e-05,0.000306152,6.5385e-05,0.000306152
221,0,0,6.48925e-05,0.000308028,6.49563e-05,0.000308028
222,0,0,6.44571e-05,0.000309916,6.45311e-05,0.000309916
223,0,0,6.40243e-05,0.000311814,6.41094e-05,0.000311814
224,0,0,6.3594e-05,0.000313724,6.36911e-05,0.000313724
225,0,0,6.31662e-05,0.000315644,6.32763e-05,0.000315644
226,0,0,6.2741e-05,0.000317576,6.28649e-05,0.000317576
227,0,0,6.23183e-05,0.000319519,6.24568e-05,0.000319519
228,0,0,6.18981e-05,0.000321474,6.20521e-05,0.000321474
229,0,0,6.14804e-05,0.00032344,6.16507e-05,0.00032344
230,0,0,6.10651e-05,0.000325418,6.12526e-05,0.000325418
231,0,0,6.06523e-05,0.000327408,6.08578e-05,0.000327407
232,0,0,6.02419e-05,0.000329409,6.04663e-05,0.000329409
233,0,0,5.9834e-05,0.000331423,6.00779e-05,0.000331422
234,0,0,5.94285e-05,0.000333449,5.96927e-05,0.000333448
235,0,0,5.90254e-05,0.000335487,5.93107e-05,0.000335486
236,0,0,5.86246e-05,0.000337537,5.89318e-05,0.000337536
237,0,0,5.82263e-05,0.0003396,5.8556e-05,0.000339598
238,0,0,5.78303e-05,0.000341675,5.81833e-05,0.000341674
239,0,0,5.74367e-05,0.000343763,5.78136e-05,0.000343761
240,0,0,5.70454e-05,0.000345863,5.74468e-05,0.000345862
241,0,0,5.66565e-05,0.000347977,5.70831e-05,0.000347975
242,0,0,5.62699e-05,0.000350103,5.67223e-05,0.000350101
243,0,0,5.58856e-05,0.000352243,5.63644e-05,0.000352241
244,0,0,5.55037e-05,0.000354396,5.60094e-05,0.000354393
245,0,0,5.5124e-05,0.000356562,5.56573e-05,0.000356559
246,0,0,5.47466e-05,0.000358742,5.5308e-05,0.000358739
247,0,0,5.43715e-05,0.000360935,5.49614e-05,0.000360931
248,0,0,5.39986e-05,0.000363142,5.46177e-05,0.000363138
249,0,0,5.3628e-05,0.000365362,5.42767e-05,0.000365358
250,0,0,5.32596e-05,0.000367597,5.39384e-05,0.000367592
251,0,0,5.28935e-05,0.000369845,5.36028e-05,0.00036984
252,0,0,5.25296e-05,0.000372108,5.32699e-05,0.000372103
253,0,0,5.21679e-05,0.000374385,5.29397e-05,0.000374379
254,0,0,5.18084e-05,0.000376676,5.2612e-05,0.00037667
255,0,0,5.14511e-05,0.000378982,5.2287e-05,0.000378975
256,0,0,5.10959e-05,0.000381302,5.19645e-05,0.000381295
257,0,0,5.07429e-05,0.000383638,5.16445e-05,0.000383629
258,0,0,5.03921e-05,0.000385988,5.13271e-05,0.000385978
259,0,0,5.00434e-05,0.000388352,5.10121e-05,0.000388343
260,0,0,4.96969e-05,0.000390732,5.06997e-05,0.000390722
261,0,0,4.93525e-05,0.000393128,5.03897e-05,0.000393116
262,0,0,4.90102e-05,0.000395538,5.00821e-05,0.000395526
263,0,0,4.867e-05,0.000397964,4.97769e-05,0.000397951
264,0,0,4.83319e-05,0.000400406,4.9474e-05,0.000400392
265,0,0,4.79958e-05,0.000402863,4.91736e-05,0.000402848
266,0,0,4.76619e-05,0.000405336,4.88754e-05,0.00040532
267,0,0,4.733e-05,0.000407825,4.85796e-05,0.000407808
268,0,0,4.70001e-05,0.00041033,4.8286e-05,0.000410312
269,0,0,4.66723e-05,0.000412852,4.79948e-05,0.000412832
270,0,0,4.63465e-05,0.000415389,4.77057e-05,0.000415368
271,0,0,4.60228e-05,0.000417943,4.74189e-05,0.000417921
272,0,0,4.5701e-05,0.000420514,4.71343e-05,0.00042049
273,0,0,4.53813e-05,0.000423102,4.68518e-05,0.000423076
274,0,0,4.50636e-05,0.000425706,4.65715e-05,0.000425679
275,0,0,4.47478e-05,0.000428327,4.62933e-05,0.000428298
276,0,0,4.4434e-05,0.000430965,4.60173e-05,0.000430935
277,0,0,4.41222e-05,0.000433621,4.57433e-05,0.000433589
278,0,0,4.38123e-05,0.000436294,4.54714e-05,0.00043626
279,0,0,4.35044e-05,0.000438984,4.52015e-05,0.000438948
280,0,0,4.31984e-05,0.000441692,4.49337e-05,0.000441654
281,0,0,4.28943e-05,0.000444418,4.46679e-05,0.000444378
282,0,0,4.25921e-05,0.000447162,4.4404e-05,0.00044712
283,0,0,4.22919e-05,0.000449924,4.41422e-05,0.000449879
284,0,0,4.19935e-05,0.000452704,4.38822e-05,0.000452657
285,0,0,4.16971e-05,0.000455502,4.36242e-05,0.000455453
286,0,0,4.14025e-05,0.000458319,4.33681e-05,0.000458267
287,0,0,4.11098e-05,0.000461154,4.31139e-05,0.0004611
288,0,0,4.08189e-05,0.000464008,4.28615e-05,0.000463951
289,0,0,4.05299e-05,0.000466881,4.2611e-05,0.000466821
290,0,0,4.02428e-05,0.000469773,4.23623e-05,0.00046971
291,0,0,3.99575e-05,0.000472684,4.21154e-05,0.000472618
292,0,0,3.9674e-05,0.000475614,4.18703e-05,0.000475546
293,0,0,3.93923e-05,0.000478564,4.1627e-05,0.000478492
294,0,0,3.91125e-05,0.000481533,4.13854e-05,0.000481458
295,0,0,3.88344e-05,0.000484523,4.11455e-05,0.000484444
296,0,0,3.85582e-05,0.000487532,4.09074e-05,0.00048745
297,0,0,3.82837e-05,0.000490561,4.06709e-05,0.000490475
298,0,0,3.8011e-05,0.00049361,4.04361e-05,0.00049352
299,0,0,3.77401e-05,0.000496679,4.0203e-05,0.000496586
300,0,0,3.74709e-05,0.000499769,3.99715e-05,0.000499672
301,0,0,3.72035e-05,0.00050288,3.97416e-05,0.000502779
302,0,0,3.69379e-05,0.000506011,3.95133e-05,0.000505906
303,0,0,3.6674e-05,0.000509163,3.92866e-05,0.000509054
304,0,0,3.64118e-05,0.000512337,3.90615e-05,0.000512223
305,0,0,3.61513e-05,0.000515531,3.88379e-05,0.000515413
306,0,0,3.58925e-05,0.000518747,3.86158e-05,0.000518624
307,0,0,3.56355e-05,0.000521985,3.83953e-05,0.000521857
308,0,0,3.53801e-05,0.000525244,3.81762e-05,0.000525111
309,0,0,3.51265e-05,0.000528525,3.79586e-05,0.000528387
310,0,0,3.48745e-05,0.000531828,3.77425e-05,0.000531685
311,0,0,3.46242e-05,0.000535153,3.75278e-05,0.000535005
312,0,0,3.43755e-05,0.0005385,3.73146e-05,0.000538347
313,0,0,3.41286e-05,0.00054187,3.71027e-05,0.000541711
314,0,0,3.38833e-05,0.000545263,3.68922e-05,0.000545098
315,0,0,3.36396e-05,0.000548678,3.66832e-05,0.000548507
316,0,0,3.33975e-05,0.000552117,3.64754e-05,0.00055194
317,0,0,3.31571e-05,0.000555578,3.62691e-05,0.000555395
318,0,0,3.29184e-05,0.000559063,3.6064e-05,0.000558874
319,0,0,3.26812e-05,0.000562571,3.58603e-05,0.000562375
320,0,0,3.24456e-05,0.000566103,3.56578e-05,0.000565901
321,0,0,3.22117e-05,0.000569659,3.54566e-05,0.00056945
322,0,0,3.19793e-05,0.000573238,3.52567e-05,0.000573022
323,0,0,3.17486e-05,0.000576842,3.50581e-05,0.000576619
324,0,0,3.15194e-05,0.00058047,3.48606e-05,0.00058024
325,0,0,3.12918e-05,0.000584123,3.46644e-05,0.000583885
326,0,0,3.10657e-05,0.0005878,3.44694e-05,0.000587555
327,0,0,3.08412e-05,0.000591502,3.42756e-05,0.000591249
328,0,0,3.06183e-05,0.000595229,3.40829e-05,0.000594968
329,0,0,3.03969e-05,0.000598981,3.38914e-05,0.000598712
330,0,0,3.01771e-05,0.000602759,3.3701e-05,0.000602482
331,0,0,2.99588e-05,0.000606562,3.35118e-05,0.000606276
332,0,0,2.9742e-05,0.000610391,3.33236e-05,0.000610097
333,0,0,2.95268e-05,0.000614245,3.31366e-05,0.000613943
334,0,0,2.9313e-05,0.000618126,3.29506e-05,0.000617815
335,0,0,2.91008e-05,0.000622033,3.27658e-05,0.000621713
336,0,0,2.88901e-05,0.000625967,3.25819e-05,0.000625637
337,0,0,2.86809e-05,0.000629927,3.23991e-05,0.000629588
338,0,0,2.84731e-05,0.000633914,3.22173e-05,0.000633565
339,0,0,2.82669e-05,0.000637928,3.20366e-05,0.000637569
340,0,0,2.80621e-05,0.000641969,3.18568e-05,0.0006416
341,0,0,2.78588e-05,0.000646037,3.1678e-05,0.000645658
342,0,0,2.76569e-05,0.000650133,3.15002e-05,0.000649744
343,0,0,2.74566e-05,0.000654257,3.13233e-05,0.000653857
344,0,0,2.72576e-05,0.000658409,3.11474e-05,0.000657998
345,0,0,2.70601e-05,0.000662589,3.09724e-05,0.000662167
346,0,0,2.68641e-05,0.000666797,3.07983e-05,0.000666364
347,0,0,2.66695e-05,0.000671034,3.06251e-05,0.00067059
348,0,0,2.64763e-05,0.000675299,3.04528e-05,0.000674844
349,0,0,2.62846e-05,0.000679593,3.02814e-05,0.000679127
350,0,0,2.60942e-05,0.000683917,3.01108e-05,0.000683438
351,0,0,2.59053e-05,0.00068827,2.99411e-05,0.000687779
352,0,0,2.57178e-05,0.000692652,2.97722e-05,0.000692149
353,0,0,2.55316e-05,0.000697064,2.96041e-05,0.000696549
354,0,0,2.53469e-05,0.000701507,2.94369e-05,0.000700978
355,0,0,2.51636e-05,0.000705979,2.92704e-05,0.000705438
356,0,0,2.49816e-05,0.000710481,2.91047e-05,0.000709927
357,0,0,2.4801e-05,0.000715015,2.89398e-05,0.000714447
358,0,0,2.46218e-05,0.000719579,2.87757e-05,0.000718997
359,0,0,2.4444e-05,0.000724174,2.86123e-05,0.000723579
360,0,0,2.42675e-05,0.0007288,2.84496e-05,0.000728191
361,0,0,2.40924e-05,0.000733457,2.82876e-05,0.000732834
362,0,0,2.39186e-05,0.000738146,2.81264e-05,0.000737509
363,0,0,2.37462e-05,0.000742867,2.79659e-05,0.000742215
364,0,0,2.35751e-05,0.000747621,2.7806e-05,0.000746954
365,0,0,2.34053e-05,0.000752406,2.76468e-05,0.000751724
366,0,0,2.32369e-05,0.000757224,2.74883e-05,0.000756527
367,0,0,2.30698e-05,0.000762075,2.73304e-05,0.000761362
368,0,0,2.2904e-05,0.000766958,2.71732e-05,0.00076623
369,0,0,2.27396e-05,0.000771875,2.70166e-05,0.000771131
370,0,0,2.25764e-05,0.000776825,2.68606e-05,0.000776065
371,0,0,2.24145e-05,0.000781809,2.67052e-05,0.000781032
372,0,0,2.2254e-05,0.000786826,2.65505e-05,0.000786033
373,0,0,2.20947e-05,0.000791878,2.63962e-05,0.000791068
374,0,0,2.19368e-05,0.000796964,2.62426e-05,0.000796137
375,0,0,2.17801e-05,0.000802085,2.60895e-05,0.00080124
376,0,0,2.16246e-05,0.00080724,2.5937e-05,0.000806378
377,0,0,2.14705e-05,0.000812431,2.5785e-05,0.000811551
378,0,0,2.13176e-05,0.000817657,2.56335e-05,0.000816759
379,0,0,2.1166e-05,0.000822918,2.54826e-05,0.000822002
380,0,0,2.10157e-05,0.000828215,2.53322e-05,0.00082728
381,0,0,2.08666e-05,0.000833548,2.51822e-05,0.000832595
382,0,0,2.07188e-05,0.000838917,2.50327e-05,0.000837945
383,0,0,2.05722e-05,0.000844323,2.48838e-05,0.000843332
384,0,0,2.04268e-05,0.000849765,2.47352e-05,0.000848755
385,0,0,2.02827e-05,0.000855245,2.45872e-05,0.000854214
386,0,0,2.01398e-05,0.000860761,2.44395e-05,0.000859711
387,0,0,1.99981e-05,0.000866315,2.42923e-05,0.000865245
388,0,0,1.98577e-05,0.000871907,2.41455e-05,0.000870817
389,0,0,1.97185e-05,0.000877537,2.39992e-05,0.000876426
390,0,0,1.95805e-05,0.000883205,2.38532e-05,0.000882074
391,0,0,1.94437e-05,0.000888912,2.37076e-05,0.000887759
392,0,0,1.93081e-05,0.000894657,2.35625e-05,0.000893483
393,0,0,1.91737e-05,0.000900442,2.34176e-05,0.000899246
394,0,0,1.90405e-05,0.000906266,2.32732e-05,0.000905048
395,0,0,1.89085e-05,0.000912129,2.31291e-05,0.000910889
396,0,0,1.87777e-05,0.000918032,2.29853e-05,0.00091677
397,0,0,1.8648e-05,0.000923975,2.28419e-05,0.000922691
398,0,0,1.85196e-05,0.000929959,2.26988e-05,0.000928652
399,0,0,1.83923e-05,0.000935983,2.2556e-05,0.000934653
400,0,0,1.82662e-05,0.000942048,2.24135e-05,0.000940695
401,0,0,1.81413e-05,0.000948155,2.22713e-05,0.000946778
402,0,0,1.80175e-05,0.000954302,2.21294e-05,0.000952902
403,0,0,1.78949e-05,0.000960492,2.19878e-05,0.000959067
404,0,0,1.77734e-05,0.000966724,2.18465e-05,0.000965275
405,0,0,1.7653e-05,0.000972997,2.17055e-05,0.000971524
406,0,0,1.75337e-05,0.000979314,2.15648e-05,0.000977816
407,0,0,1.74155e-05,0.000985673,2.14246e-05,0.000984151
408,0,0,1.72984e-05,0.000992076,2.12847e-05,0.000990528
409,0,0,1.71823e-05,0.000998522,2.11453e-05,0.000996948
410,0,0,1.70671e-05,0.00100501,2.10065e-05,0.00100341
411,0,0,1.69529e-05,0.00101155,2.08681e-05,0.00100992
412,0,0,1.68396e-05,0.00101812,2.07304e-05,0.00101647
413,0,0,1.67273e-05,0.00102475,2.05933e-05,0.00102307
414,0,0,1.66158e-05,0.00103141,2.04568e-05,0.00102971
415,0,0,1.65051e-05,0.00103813,2.03211e-05,0.0010364
416,0,0,1.63953e-05,0.00104489,2.0186e-05,0.00104313
417,0,0,1.62863e-05,0.00105169,2.00517e-05,0.0010499
